06/05/2018,04:40:00 AM,7.36
06/05/2018,04:50:00 AM,7.5
06/05/2018,05:00:00 AM,7.55
06/05/2018,05:10:00 AM,7.46
06/05/2018,05:20:00 AM,7.31
06/05/2018,05:30:00 AM,7.23
06/05/2018,05:40:00 AM,7.22
06/05/2018,05:50:00 AM,7.27
06/05/2018,06:00:00 AM,7.44
06/05/2018,06:10:00 AM,7.85
06/05/2018,06:20:00 AM,8.25
06/05/2018,06:30:00 AM,8.8
06/05/2018,06:40:00 AM,9.59
06/05/2018,06:50:00 AM,10.45
06/05/2018,07:00:00 AM,11.15
06/05/2018,07:10:00 AM,11.77
06/05/2018,07:20:00 AM,12.41
06/05/2018,07:30:00 AM,13.78
06/05/2018,07:40:00 AM,14.63
06/05/2018,07:50:00 AM,15.18
06/05/2018,08:00:00 AM,15.95
06/05/2018,08:10:00 AM,16.84
06/05/2018,08:20:00 AM,17.14
06/05/2018,08:30:00 AM,18.41
06/05/2018,08:40:00 AM,20.03
06/05/2018,08:50:00 AM,21.2
06/05/2018,09:00:00 AM,22.16
06/05/2018,09:10:00 AM,22.86
06/05/2018,09:20:00 AM,23.44
06/05/2018,09:30:00 AM,23.54
06/05/2018,09:40:00 AM,23.69
06/05/2018,09:50:00 AM,23.54
06/05/2018,10:00:00 AM,23.59
06/05/2018,10:10:00 AM,23.96
06/05/2018,10:20:00 AM,24.33
06/05/2018,10:30:00 AM,24.43
06/05/2018,10:40:00 AM,24.55
06/05/2018,10:50:00 AM,24.84
06/05/2018,11:00:00 AM,25.21
06/05/2018,11:10:00 AM,25.64
06/05/2018,11:20:00 AM,26.01
06/05/2018,11:30:00 AM,26.12
06/05/2018,11:40:00 AM,25.96
06/05/2018,11:50:00 AM,26
06/05/2018,12:00:00 PM,26.34
06/05/2018,12:10:00 PM,26.5
06/05/2018,12:20:00 PM,26.55
06/05/2018,12:30:00 PM,26.61
06/05/2018,12:40:00 PM,26.64
06/05/2018,12:50:00 PM,26.8
06/05/2018,01:00:00 PM,27.08
06/05/2018,01:10:00 PM,27.36
06/05/2018,01:20:00 PM,27.42
06/05/2018,01:30:00 PM,27.66
06/05/2018,01:40:00 PM,27.55
06/05/2018,01:50:00 PM,27.6
06/05/2018,02:00:00 PM,27.48
06/05/2018,02:10:00 PM,27.3
06/05/2018,02:20:00 PM,27.54
06/05/2018,02:30:00 PM,27.26
06/05/2018,02:40:00 PM,27.59
06/05/2018,02:50:00 PM,27.69
06/05/2018,03:00:00 PM,27.59
06/05/2018,03:10:00 PM,27.38
06/05/2018,03:20:00 PM,26.76
06/05/2018,03:30:00 PM,26.34
06/05/2018,03:40:00 PM,25.66
06/05/2018,03:50:00 PM,25.84
06/05/2018,04:00:00 PM,26.11
06/05/2018,04:10:00 PM,26.22
06/05/2018,04:20:00 PM,26.2
06/05/2018,04:30:00 PM,26
06/05/2018,04:40:00 PM,25.91
06/05/2018,04:50:00 PM,24.19
06/05/2018,05:00:00 PM,22.18
06/05/2018,05:10:00 PM,21.78
06/05/2018,05:20:00 PM,21.34
06/05/2018,05:30:00 PM,21.07
06/05/2018,05:40:00 PM,20.68
06/05/2018,05:50:00 PM,20.23
06/05/2018,06:00:00 PM,19.78
06/05/2018,06:10:00 PM,19.25
06/05/2018,06:20:00 PM,18.71
06/05/2018,06:30:00 PM,18.16
06/05/2018,06:40:00 PM,17.73
06/05/2018,06:50:00 PM,17.64
06/05/2018,07:00:00 PM,17.51
06/05/2018,07:10:00 PM,17.25
06/05/2018,07:20:00 PM,17.09
06/05/2018,07:30:00 PM,16.96
06/05/2018,07:40:00 PM,16.95
06/05/2018,07:50:00 PM,16.9
06/05/2018,08:00:00 PM,16.87
